Employee_ID,State,District,Occupation,Industry,Skill_Level,Employment_Type,Gender,Age,Experience_Years,Working_Days,Hours_Per_Day,Total_Hours_Worked,Overtime_Hours,Weekend_Hours,Night_Shift,Minimum_Hourly_Wage,Actual_Hourly_Wage,Expected_Salary,Actual_Salary,Bonus,Legal_Deductions,Illegal_Deductions,PF_Deduction,ESI_Deduction,Attendance_Percentage,Leaves_Taken,Contract_Type,Company_Size,Company_Type,Payslip_Provided,Bank_Payment,Overtime_Paid,Minimum_Wage_Violation,Overtime_Violation,Illegal_Deduction_Violation,Late_Payment,Salary_Delay_Days,Complaint_History,Union_Member,Risk_Score,Wage_Theft,Theft_Type
EMP010018,Telangana,District X,Electrician,Manufacturing,Skilled,Permanent,Male,21,7,26,8,199,26,5,No,304,304,76304,76570,2905,1469,0,674,87,90,3,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010019,Tamil Nadu,District X,Electrician,Manufacturing,Skilled,Permanent,Female,38,20,26,8,185,18,4,No,216,193,47736,42437,2078,1238,0,308,536,98,4,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP010020,Delhi,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Male,25,6,26,8,200,26,3,Yes,213,192,53676,48262,110,1384,2938,1096,345,87,5,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,Yes,No,0,No,Yes,55,Yes,Multiple Violations
EMP010021,Maharashtra,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,40,12,26,8,204,11,8,No,203,203,45878,48166,575,892,0,54,182,97,4,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010022,Karnataka,District X,Teacher,Manufacturing,Skilled,Permanent,Female,27,10,26,8,200,4,2,No,592,574,123136,118164,2736,1126,2365,973,223,84,0,Monthly,Small,Private,Yes,Yes,No,Yes,Yes,Yes,No,0,No,No,85,Yes,Multiple Violations
EMP010023,Telangana,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,56,7,26,8,207,18,4,No,145,145,35235,37075,1680,635,0,211,101,97,2,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010024,Karnataka,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Male,42,19,26,8,227,16,0,Yes,170,170,44030,45487,1888,160,0,1401,421,99,5,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010025,Maharashtra,District X,Nurse,Manufacturing,Skilled,Permanent,Male,43,7,26,8,188,13,0,No,422,422,90308,91540,2544,18,0,1121,374,98,1,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010026,Telangana,District X,Electrician,Manufacturing,Skilled,Permanent,Female,51,24,26,8,210,15,2,No,205,205,49200,51050,1507,825,0,28,580,94,4,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010027,Kerala,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,54,23,26,8,214,25,1,No,169,169,44616,46611,16,1100,0,333,438,91,0,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010028,Tamil Nadu,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,35,3,26,8,204,1,0,No,134,134,27604,30098,3974,190,0,1468,106,95,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010029,Delhi,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,31,17,26,8,212,21,8,Yes,135,135,34290,36477,2406,512,0,634,438,84,1,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010030,Kerala,District X,Electrician,Manufacturing,Skilled,Permanent,Male,44,4,26,8,213,11,2,Yes,324,324,76140,74023,659,438,0,601,358,99,0,Monthly,Medium,Private,Yes,Yes,No,No,Yes,No,Yes,11,Yes,No,45,Yes,Multiple Violations
EMP010031,Tamil Nadu,District X,Nurse,Manufacturing,Skilled,Permanent,Female,33,24,26,8,196,22,7,Yes,280,280,67200,65738,1034,949,0,530,14,96,3,Monthly,Medium,Contractor,Yes,Yes,No,No,Yes,No,No,0,Yes,No,30,Yes,Unpaid Overtime
EMP010032,Maharashtra,District X,Nurse,Manufacturing,Skilled,Permanent,Female,42,21,26,8,192,9,1,No,296,296,62160,62561,992,719,0,589,522,86,1,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010033,Maharashtra,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,46,24,26,8,208,24,6,Yes,209,209,53504,48857,3121,542,0,1032,429,81,1,Monthly,Large,Private,Yes,Yes,No,No,Yes,No,No,0,Yes,Yes,30,Yes,Unpaid Overtime
EMP010034,Kerala,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,26,10,26,8,185,11,5,No,169,169,34983,31440,842,77,1183,1210,603,83,5,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,Yes,No,0,No,Yes,20,Yes,Illegal Deduction
EMP010035,Maharashtra,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,27,23,26,8,202,25,8,No,162,162,40824,35184,165,766,0,1572,280,91,5,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,Yes,10,Yes,Yes,15,Yes,Delayed Salary
EMP010036,Tamil Nadu,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,36,10,26,8,221,12,2,Yes,163,163,39935,40454,3477,951,0,1789,232,85,5,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010037,Tamil Nadu,District X,Electrician,Manufacturing,Skilled,Permanent,Female,33,22,26,8,213,24,1,No,248,248,64728,59944,1444,677,967,885,743,89,3,Monthly,Large,Contractor,Yes,Yes,No,No,Yes,Yes,No,0,No,Yes,50,Yes,Multiple Violations
EMP010038,Karnataka,District X,Factory Worker,Manufacturing,Skilled,Permanent,Female,35,10,26,8,204,26,1,No,157,150,40192,37537,1096,875,0,581,348,90,0,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP010039,Delhi,District X,Electrician,Manufacturing,Skilled,Permanent,Female,31,10,26,8,229,19,7,No,292,292,77964,80026,571,1297,0,328,531,89,3,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010040,Tamil Nadu,District X,Nurse,Manufacturing,Skilled,Permanent,Female,27,18,26,8,213,1,3,Yes,267,267,57405,57730,48,264,0,948,459,86,1,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010041,Karnataka,District X,Factory Worker,Manufacturing,Skilled,Permanent,Female,28,16,26,8,189,27,7,No,207,207,50301,45051,2090,176,2995,265,478,99,1,Monthly,Medium,Government,Yes,Yes,Yes,No,No,Yes,Yes,9,No,Yes,35,Yes,Multiple Violations
EMP010042,Maharashtra,District X,Electrician,Manufacturing,Skilled,Permanent,Female,35,25,26,8,220,23,1,Yes,222,222,59052,56356,635,313,0,198,33,97,2,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,Yes,18,No,Yes,15,Yes,Delayed Salary
EMP010043,Kerala,District X,Nurse,Manufacturing,Skilled,Permanent,Female,26,1,26,8,187,14,6,No,255,237,54825,51559,1525,1114,0,79,548,95,5,Monthly,Medium,Private,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,35,Yes,Minimum Wage Violation
EMP010044,Telangana,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,37,1,26,8,223,16,6,Yes,137,110,34935,32083,3997,284,2804,705,66,91,1,Monthly,Large,Contractor,Yes,Yes,Yes,Yes,No,Yes,No,0,Yes,Yes,55,Yes,Multiple Violations
EMP010045,Karnataka,District X,Teacher,Manufacturing,Skilled,Permanent,Female,27,10,26,8,187,12,3,Yes,316,301,66676,62562,3380,379,0,1001,689,100,1,Monthly,Medium,Government,Yes,Yes,Yes,Yes,No,No,Yes,23,No,No,50,Yes,Multiple Violations
EMP010046,Maharashtra,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,23,9,26,8,209,13,6,No,180,180,42300,41653,1903,1341,2649,973,448,92,2,Monthly,Small,Private,Yes,Yes,No,No,Yes,Yes,No,0,No,No,50,Yes,Multiple Violations
EMP010047,Telangana,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,58,6,26,8,226,3,5,No,246,234,57072,53673,3752,1298,0,600,550,80,1,Monthly,Large,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,35,Yes,Minimum Wage Violation
EMP010048,Maharashtra,District X,Electrician,Manufacturing,Skilled,Permanent,Female,42,13,26,8,230,29,8,No,308,308,88704,89441,3306,490,0,118,74,99,4,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010049,Karnataka,District X,Electrician,Manufacturing,Skilled,Permanent,Female,34,17,26,8,207,22,6,No,243,243,60993,61685,3546,1498,0,1702,12,93,2,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010050,Telangana,District X,Teacher,Manufacturing,Skilled,Permanent,Male,57,21,26,8,185,27,7,Yes,336,317,80304,77941,3036,1474,876,1175,717,90,4,Monthly,Large,Contractor,Yes,Yes,No,Yes,Yes,Yes,Yes,16,Yes,Yes,100,Yes,Multiple Violations
EMP010051,Tamil Nadu,District X,Nurse,Manufacturing,Skilled,Permanent,Female,28,24,26,8,233,18,5,Yes,290,290,78010,77283,550,1196,2062,999,728,96,1,Monthly,Large,Government,Yes,Yes,Yes,No,No,Yes,No,0,Yes,No,20,Yes,Illegal Deduction
EMP010052,Maharashtra,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,37,1,26,8,224,3,5,Yes,190,190,43700,45340,3436,1047,0,1036,326,93,0,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010053,Tamil Nadu,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,20,24,26,8,197,6,4,Yes,120,120,25080,26316,199,345,0,1090,503,87,3,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010054,Telangana,District X,Teacher,Manufacturing,Skilled,Permanent,Female,25,3,26,8,184,4,3,Yes,546,516,104832,103630,2461,1294,648,253,24,84,1,Monthly,Medium,Government,Yes,Yes,Yes,Yes,No,Yes,Yes,13,Yes,Yes,70,Yes,Multiple Violations
EMP010055,Telangana,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,42,1,26,8,226,1,1,Yes,141,141,32148,34202,2337,318,0,361,666,83,1,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010056,Tamil Nadu,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,39,14,26,8,213,28,7,Yes,118,118,31742,33719,1717,906,0,699,315,85,1,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010057,Maharashtra,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,24,10,26,8,205,9,3,No,206,206,45938,48261,2371,252,0,1007,99,88,1,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010058,Delhi,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,33,7,26,8,196,7,3,No,126,102,26460,21270,3471,336,0,1183,793,83,0,Monthly,Medium,Private,Yes,Yes,No,Yes,Yes,No,Yes,18,No,Yes,80,Yes,Multiple Violations
EMP010059,Maharashtra,District X,Nurse,Manufacturing,Skilled,Permanent,Female,35,19,26,8,190,0,4,No,333,333,63270,63435,1230,993,0,1769,478,97,3,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010060,Delhi,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,36,23,26,8,225,30,5,No,149,149,42465,42620,1041,895,0,262,303,80,2,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010061,Maharashtra,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,50,20,26,8,223,4,4,No,173,173,39963,42339,3280,1022,0,1420,395,85,4,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010062,Karnataka,District X,Electrician,Manufacturing,Skilled,Permanent,Female,55,20,26,8,209,30,0,Yes,298,281,80162,74301,3017,365,1535,1668,28,86,2,Monthly,Small,Contractor,Yes,Yes,No,Yes,Yes,Yes,No,0,No,No,85,Yes,Multiple Violations
EMP010063,Kerala,District X,Teacher,Manufacturing,Skilled,Permanent,Male,48,7,26,8,195,24,2,Yes,547,547,132921,130034,3091,822,0,1766,187,86,2,Monthly,Medium,Government,Yes,Yes,No,No,Yes,No,No,0,Yes,Yes,30,Yes,Unpaid Overtime
EMP010064,Telangana,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Male,33,9,26,8,194,22,3,Yes,187,167,44506,40905,1354,1130,0,1431,76,80,3,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,Yes,Yes,35,Yes,Minimum Wage Violation
EMP010065,Kerala,District X,Factory Worker,Manufacturing,Skilled,Permanent,Female,41,11,26,8,221,24,5,Yes,241,241,64829,60033,3846,976,2610,245,660,85,4,Monthly,Small,Private,Yes,Yes,Yes,No,No,Yes,No,0,No,No,20,Yes,Illegal Deduction
EMP010066,Telangana,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,42,4,26,8,184,26,6,Yes,126,101,29736,28538,3023,1438,907,230,325,89,5,Monthly,Large,Government,Yes,Yes,No,Yes,Yes,Yes,Yes,8,Yes,No,100,Yes,Multiple Violations
EMP010067,Telangana,District X,Electrician,Manufacturing,Skilled,Permanent,Male,47,25,26,8,233,6,5,Yes,223,196,54635,50205,1901,1493,0,377,741,100,0,Monthly,Large,Government,Yes,Yes,No,Yes,Yes,No,No,0,No,Yes,65,Yes,Multiple Violations
EMP010068,Maharashtra,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,39,3,26,8,209,9,6,No,147,147,33369,34531,2539,1038,0,1506,201,94,1,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010069,Telangana,District X,Teacher,Manufacturing,Skilled,Permanent,Female,44,24,26,8,206,29,0,No,557,557,147048,149424,1194,981,0,264,663,91,1,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010070,Karnataka,District X,Teacher,Manufacturing,Skilled,Permanent,Male,58,16,26,8,233,21,1,No,495,495,136125,132489,2032,1241,0,1686,18,96,4,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,Yes,16,Yes,Yes,15,Yes,Delayed Salary
EMP010071,Delhi,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,22,2,26,8,197,2,2,Yes,131,105,26331,21257,2935,900,1744,1416,461,96,3,Monthly,Small,Government,Yes,Yes,Yes,Yes,No,Yes,No,0,No,Yes,55,Yes,Multiple Violations
EMP010072,Delhi,District X,Security Guard,Manufacturing,Skilled,Permanent,Male,33,3,26,8,226,30,5,Yes,110,110,31460,32450,3536,449,0,662,609,81,5,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010073,Karnataka,District X,Electrician,Manufacturing,Skilled,Permanent,Male,31,6,26,8,187,17,0,Yes,295,281,65195,63584,1737,1390,0,148,142,96,3,Monthly,Large,Private,Yes,Yes,No,Yes,Yes,No,No,0,No,Yes,65,Yes,Multiple Violations
EMP010074,Tamil Nadu,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,35,7,26,8,188,13,3,Yes,213,213,45582,46265,2549,1130,0,1576,411,83,3,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010075,Kerala,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,45,15,26,8,187,17,7,No,200,200,44200,44300,928,1200,0,995,484,97,3,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP010076,Delhi,District X,Nurse,Manufacturing,Skilled,Permanent,Female,44,21,26,8,222,1,1,No,247,247,55328,57219,3916,487,0,1767,29,80,5,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010077,Maharashtra,District X,Factory Worker,Manufacturing,Skilled,Permanent,Female,24,12,26,8,221,9,7,Yes,145,145,34655,36299,3394,681,0,1758,229,90,2,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010078,Telangana,District X,Electrician,Manufacturing,Skilled,Permanent,Male,42,25,26,8,214,26,5,Yes,269,255,71554,68532,2406,1133,0,1464,623,86,4,Monthly,Small,Private,Yes,Yes,Yes,Yes,No,No,No,0,Yes,Yes,35,Yes,Minimum Wage Violation
EMP010079,Maharashtra,District X,Electrician,Manufacturing,Skilled,Permanent,Male,43,25,26,8,229,7,2,No,208,208,50544,51722,1429,915,0,1208,474,99,5,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010080,Telangana,District X,Nurse,Manufacturing,Skilled,Permanent,Female,22,19,26,8,194,22,1,Yes,365,365,86870,89209,756,102,0,556,200,93,4,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010081,Karnataka,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,28,10,26,8,194,25,0,No,156,147,38064,36750,868,219,2258,1324,146,81,4,Monthly,Medium,Private,Yes,Yes,No,Yes,Yes,Yes,Yes,21,Yes,Yes,100,Yes,Multiple Violations
EMP010082,Maharashtra,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,24,11,26,8,202,4,1,Yes,203,203,42630,43673,528,1461,0,443,687,87,5,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010083,Karnataka,District X,Security Guard,Manufacturing,Skilled,Permanent,Female,45,17,26,8,233,12,2,Yes,171,171,43947,43082,374,519,1094,1798,500,92,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,Yes,No,0,Yes,Yes,20,Yes,Illegal Deduction
EMP010084,Delhi,District X,Nurse,Manufacturing,Skilled,Permanent,Female,55,11,26,8,199,2,6,Yes,333,333,67599,68921,3957,992,0,876,247,84,4,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010085,Telangana,District X,Nurse,Manufacturing,Skilled,Permanent,Female,54,17,26,8,204,19,8,No,268,245,64856,60744,1874,154,0,21,251,82,0,Monthly,Large,Government,Yes,Yes,No,Yes,Yes,No,No,0,Yes,No,65,Yes,Multiple Violations
EMP010086,Kerala,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,34,18,26,8,233,16,5,Yes,180,180,47700,48688,2434,516,0,1684,173,92,4,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010087,Kerala,District X,Nurse,Manufacturing,Skilled,Permanent,Female,27,11,26,8,215,24,4,No,253,244,66539,63694,850,50,0,1692,578,98,0,Monthly,Small,Contractor,Yes,Yes,No,Yes,Yes,No,No,0,No,No,65,Yes,Multiple Violations
EMP010088,Kerala,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Female,33,14,26,8,219,22,5,No,169,169,44447,45248,1899,346,0,320,140,94,5,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP010089,Tamil Nadu,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,58,4,26,8,213,29,4,No,153,153,41463,37240,1988,936,0,664,527,99,3,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,Yes,10,No,No,15,Yes,Delayed Salary
EMP010090,Telangana,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Male,41,5,26,8,222,16,3,Yes,171,171,43434,38002,1812,587,0,1146,594,81,5,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,Yes,10,No,Yes,15,Yes,Delayed Salary
EMP010091,Telangana,District X,Delivery Partner,Manufacturing,Skilled,Permanent,Male,23,16,26,8,207,29,8,No,170,170,45050,46143,1633,133,0,1229,398,85,5,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010092,Maharashtra,District X,Electrician,Manufacturing,Skilled,Permanent,Female,39,6,26,8,228,13,3,Yes,214,214,54356,55967,1547,524,0,594,718,90,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010093,Karnataka,District X,Nurse,Manufacturing,Skilled,Permanent,Female,50,5,26,8,231,18,1,No,297,297,79299,80779,1463,693,0,1313,394,82,1,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP010094,Tamil Nadu,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,56,8,26,8,210,21,3,No,137,137,34524,35711,3498,215,0,920,794,82,2,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP010095,Telangana,District X,Factory Worker,Manufacturing,Skilled,Permanent,Female,21,2,26,8,189,23,6,Yes,253,230,59455,54813,382,1006,2381,928,159,84,0,Monthly,Medium,Private,Yes,Yes,No,Yes,Yes,Yes,No,0,No,Yes,85,Yes,Multiple Violations
EMP010096,Delhi,District X,Factory Worker,Manufacturing,Skilled,Permanent,Male,25,3,26,8,233,17,7,No,130,118,34710,31573,1903,1313,0,33,312,82,3,Monthly,Large,Government,Yes,Yes,No,Yes,Yes,No,No,0,No,Yes,65,Yes,Multiple Violations
EMP010097,Tamil Nadu,District X,Teacher,Manufacturing,Skilled,Permanent,Female,21,10,26,8,193,4,2,Yes,376,362,75576,72752,1885,1446,2286,1241,553,86,3,Monthly,Medium,Government,Yes,Yes,Yes,Yes,No,Yes,No,0,No,Yes,55,Yes,Multiple Violations
